Session Code,Product,Topic,Disclaimer,Session Data Update,Title,Abstract,Track,Type,Delivery,Times Offered
1963,Tableau Next,"Analytics,Salesforce on Tableau","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Take Action with Agents, Flows, and Slack in Tableau Next","Turn insights into action with Salesforce, Flows, and Slack. Explore data, answer follow-up questions, and leverage agents for deeper insights — all with Tableau Next.",Agentforce,Theater,"In-Person,VOD",1
1968,"Tableau Next,Tableau Semantics",Salesforce on Tableau,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Unlock Your Data with Intelligent Apps Built on Tableau Next,"Explore how Tableau Next brings out-of-the-box analytics to Salesforce with purpose-built intelligent applications that accelerate insights and drive faster, data-driven decisions.",Agentforce,Theater,"In-Person,VOD",1
1970,"Tableau Next,Tableau Semantics",Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Transform & Optimize Service Operations with Tableau Next,"Experience the power of Tableau Next in delivering agentic, intelligent, and actionable service insights in the flow of work. Leverage cross-cloud metrics to accelerate time to value and maximize ROI.",Service,Theater,In-Person,1
2004,MuleSoft,"Connectivity,Data Strategy","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Turn Data into Action: Low-Code Automation with MuleSoft,Streamline your data strategy with MuleSoft and Tableau. Empower data-driven decisions by building intelligent workflows and enabling AI agents to take actions across any system.,MuleSoft,Theater,In-Person,1
2266,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Black Tableau Professionals Meetup,Connect with and empower other Black data professionals at Tableau Conference!,Community,Activity,In-Person,1
1732,Tableau Cloud,"Migration,Salesforce on Tableau","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Cutting Through the Chaos with Tableau Cloud,"Learn how enterprises can cut costs, streamline analytics, and future-proof their data strategy by migrating to Tableau Cloud—leveraging automation for efficiency and governance for long-term success.",Partners,Breakout,In-Person,1
2278,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Accessibility Meetup,Join fellow data professionals who are passionate about creating more accessible data experiences. Share best practices on how to bring data to all!,Community,Activity,In-Person,1
2273,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Marketing & Retail Meetup,"Network with fellow attendees who work in Marketing & Retail, talk about the projects you tackle, and get inspired by the art of the possible at this meetup!",Community,Activity,In-Person,1
2448,"Tableau Next,Tableau Semantics",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Bring Agent-Powered Analytics to Tech, Media & Teleco","Join us for a discussion on how to overcome challenges in customer churn through agentic analytics. Discuss the benefits, challenges, and strategies to unlock the full potential of agentic analytics",Ancillary,Roundtable,In-Person,1
1653,Data Cloud,"Data Strategy,Integration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,From Pit Stop to Podium: IoT Data on the Salesforce Platform,Learn how you can build a fun IoT solution with Tableau and Data Cloud. Be blazing fast to unravel the Salesforce Platform and build end-to-end customer experiences.,Data Cloud,Theater,In-Person,1
2445,Agentforce,"Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Roundtable for Service-Based Businesses: Data + AI,"Join this roundtable to explore how Tableau and Agentforce can transform service-based businesses like Real Estate, Construction, and Consumer Services.",Ancillary,Roundtable,In-Person,1
1321,Tableau Cloud,"Data Governance,Security","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Safeguard Payments Data on Tableau Cloud with PCI Compliance,Learn how Tableau Cloud supports PCI-DSS compliance and how you can configure your environment to meet security standards while unlocking powerful analytics for payments data.,Ind:Financial Services,Theater,In-Person,1
2063,Embedded Analytics,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Driving Expansion Using Tableau and AI,"Learn how Mimecast is driving expansion across their customer base to power rep productivity by utilizing embedded Tableau, AI and Generative AI to increase conversion rates and deal sizes.",Tableau,Theater,In-Person,1
2268,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Comunidatos Meetup,Comunidatos is a community dedicated to offering connection and support to Spanish-speaking Tableau users. ¡Vamos!,Community,Activity,In-Person,1
