End DateTime,Start DateTime,Session Code,Room,End Time,Date,Start Time,Length,Disclaimer
4/15/2025 12:40:00 PM,4/15/2025 12:00:00 PM,1790,"Stage 3 | Content Pavilion, Ground Level",12:40 PM,4/15/2025,12:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:20:00 AM,4/17/2025 8:00:00 AM,2003,"Theater 1 | Data Village, Ground Level",8:20 AM,4/17/2025,8:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:45:00 AM,4/16/2025 11:00:00 AM,2272,"Community Meetups | Data Village, Ground Level",11:45 AM,4/16/2025,11:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:10:00 AM,4/16/2025 9:30:00 AM,2456,"Stage 2 | Content Pavilion, Ground Level",10:10 AM,4/16/2025,9:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:35:00 AM,4/16/2025 11:15:00 AM,1888,"Theater 2 | Data Village, Ground Level",11:35 AM,4/16/2025,11:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:10:00 AM,4/17/2025 9:30:00 AM,1213,"Stage 6 | Content Pavilion, Ground Level",10:10 AM,4/17/2025,9:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:45:00 PM,4/15/2025 2:00:00 PM,2267,"Community Meetups | Data Village, Ground Level",2:45 PM,4/15/2025,2:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:40:00 PM,4/17/2025 12:00:00 PM,1400,"Stage 1 | Content Pavilion, Ground Level",12:40 PM,4/17/2025,12:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:50:00 PM,4/15/2025 3:30:00 PM,1467,"Theater 1 | Data Village, Ground Level",3:50 PM,4/15/2025,3:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:40:00 PM,4/15/2025 1:00:00 PM,1258,"Stage 3 | Content Pavilion, Ground Level",1:40 PM,4/15/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:20:00 PM,4/15/2025 3:00:00 PM,1965,"Theater 3 | Data Village, Ground Level",3:20 PM,4/15/2025,3:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:45:00 PM,4/15/2025 4:00:00 PM,2446,"Innovation Lounge 6A, Roundtable A | Upper Level W",4:45 PM,4/15/2025,4:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:50:00 AM,4/16/2025 9:30:00 AM,2031,"Theater 3 | Data Village, Ground Level",9:50 AM,4/16/2025,9:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:50:00 AM,4/16/2025 11:30:00 AM,1959,"Theater 1 | Data Village, Ground Level",11:50 AM,4/16/2025,11:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:20:00 PM,4/16/2025 2:00:00 PM,1962,"Theater 1 | Data Village, Ground Level",2:20 PM,4/16/2025,2:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:05:00 PM,4/17/2025 1:45:00 PM,1583,"Theater 2 | Data Village, Ground Level",2:05 PM,4/17/2025,1:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:05:00 PM,4/16/2025 12:45:00 PM,2021,"Theater 2 | Data Village, Ground Level",1:05 PM,4/16/2025,12:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:45:00 AM,4/17/2025 9:00:00 AM,2277,"Community Meetups | Data Village, Ground Level",9:45 AM,4/17/2025,9:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:50:00 AM,4/17/2025 8:30:00 AM,1973,"Theater 3 | Data Village, Ground Level",8:50 AM,4/17/2025,8:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:05:00 PM,4/15/2025 2:45:00 PM,1546,"Theater 2 | Data Village, Ground Level",3:05 PM,4/15/2025,2:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:20:00 PM,4/16/2025 3:00:00 PM,1963,"Theater 1 | Data Village, Ground Level",3:20 PM,4/16/2025,3:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:50:00 AM,4/17/2025 9:30:00 AM,1968,"Theater 1 | Data Village, Ground Level",9:50 AM,4/17/2025,9:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:05:00 AM,4/17/2025 8:45:00 AM,1970,"Theater 4 | Data Village, Ground Level",9:05 AM,4/17/2025,8:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:35:00 PM,4/16/2025 3:15:00 PM,2004,"Theater 4 | Data Village, Ground Level",3:35 PM,4/16/2025,3:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:45:00 PM,4/15/2025 1:00:00 PM,2266,"Community Meetups | Data Village, Ground Level",1:45 PM,4/15/2025,1:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:10:00 AM,4/16/2025 8:30:00 AM,1732,"Stage 2 | Content Pavilion, Ground Level",9:10 AM,4/16/2025,8:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:45:00 AM,4/17/2025 11:00:00 AM,2278,"Community Meetups | Data Village, Ground Level",11:45 AM,4/17/2025,11:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:45:00 PM,4/16/2025 12:00:00 PM,2273,"Community Meetups | Data Village, Ground Level",12:45 PM,4/16/2025,12:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:45:00 PM,4/15/2025 3:00:00 PM,2448,"Innovation Lounge 6A, Roundtable A | Upper Level W",3:45 PM,4/15/2025,3:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
